poem,data,stereotype,original_lang
613,Your luck,0,English
613,"And your lives from your unfinished reach,",0,English
613,"If I stole your births and your names,",0,English
613,"Your straight baby tears and your games,",0,English
613,"Your stilted or lovely loves, your tumults, your marriages, aches,",0,English
613,"and your deaths,",0,English
613,"If I poisoned the beginnings of your breaths,",0,English
613,"Though why should I whine,",0,English
613,Whine that the crime was other than mine?--,0,English
613,Since anyhow you are dead.,0,English
613,"Or rather, or instead,",0,English
613,You were never made.,0,English
613,"But that too, I am afraid,",0,English
613,"Is faulty: oh, what shall I say, how is the truth to be said?",0,English
613,"You were born, you had body, you died.",0,English
613,It is just that you never giggled or planned or cried.,0,English
613,"Believe me, I loved you all.",0,English
613,"Believe me, I knew you, though faintly, and I loved, I loved you",0,English
613,All.,0,English
614,Getting a man to love you is easy,1,English
614,Only be honest about your wants as,0,English
614,Woman. Stand nude before the glass with him,1,English
614,So that he sees himself the stronger one,1,English
614,"And believes it so, and you so much more",0,English
614,"Softer, younger, lovelier. Admit your",0,English
614,Admiration. Notice the perfection,0,English
614,"Of his limbs, his eyes reddening under",0,English
614,"The shower, the shy walk across the bathroom floor,",0,English
614,"Dropping towels, and the jerky way he",0,English
614,Urinates. All the fond details that make,0,English
614,"Him male and your only man. Gift him all,",1,English
614,"Gift him what makes you woman, the scent of",1,English
614,"Long hair, the musk of sweat between the breasts,",1,English
614,"The warm shock of menstrual blood, and all your",1,English
614,"Endless female hungers. Oh yes, getting",0,English
614,"A man to love is easy, but living",0,English
614,Without him afterwards may have to be,0,English
614,Faced. A living without life when you move,0,English
614,"Around, meeting strangers, with your eyes that",0,English
614,"Gave up their search, with ears that hear only",0,English
614,His last voice calling out your name and your,0,English
614,Body which once under his touch had gleamed,1,English
614,"Like burnished brass, now drab and destitute.",0,English
615,I don't know politics but I know the names,0,English
615,"Of those in power, and can repeat them like",0,English
615,"Days of week, or names of months, beginning with Nehru.",0,English
615,"I amIndian, very brown, born in Malabar,",0,English
615,"I speak three languages, write in",0,English
615,"Two, dream in one.",0,English
615,"Don't write in English, they said, English is",0,English
615,Not your mother-tongue. Why not leave,0,English
615,"Me alone, critics, friends, visiting cousins,",0,English
615,Every one of you? Why not let me speak in,0,English
615,"Any language I like? The language I speak,",0,English
615,"Becomes mine, its distortions, its queernesses",0,English
615,"All mine, mine alone.",0,English
615,"It is half English, half Indian, funny perhaps, but it is honest,",0,English
615,"It is as human as I am human, don't",0,English
615,"You see? It voices my joys, my longings, my",0,English
615,"Hopes, and it is useful to me as cawing",0,English
615,"Is to crows or roaring to the lions, it",0,English
615,"Is human speech, the speech of the mind that is",0,English
615,"Here and not there, a mind that sees and hears and",0,English
615,"Is aware. Not the deaf, blind speech",0,English
615,Of trees in storm or of monsoon clouds or of rain or the,0,English
615,Incoherent mutterings of the blazing,0,English
615,"Funeral pyre. I was child, and later they",0,English
615,"Told me I grew, for I became tall, my limbs",0,English
615,Swelled and one or two places sprouted hair.,0,English
615,"WhenI asked for love, not knowing what else to ask",0,English
615,"For, he drew a youth of sixteen into the",0,English
615,"Bedroom and closed the door, He did not beat me",0,English
615,But my sad woman-body felt so beaten.,0,English
615,The weight of my breasts and womb crushed me.,1,English
615,I shrank Pitifully.,0,English
615,Then … I wore a shirt and my,0,English
615,"Brother's trousers, cut my hair short and ignored",0,English
615,"My womanliness. Dress in sarees, be girl",1,English
615,"Be wife, they said. Be embroiderer, be cook,",1,English
615,"Be a quarreller with servants. Fit in. Oh,",1,English
615,"Belong, cried the categorizers. Don't sit",1,English
615,On walls or peep in through our lace-draped windows.,1,English
615,"Be Amy, or be Kamala. Or, better",1,English
615,"Still, be Madhavikutty. It is time to",1,English
615,"Choose a name, a role. Don't play pretending games.",0,English
615,Don't play at schizophrenia or be a,0,English
615,Nympho. Don't cry embarrassingly loud when,1,English
615,"Jilted in love … I met a man, loved him. Call",0,English
615,"Him not by any name, he is every man",0,English
615,"Who wants. a woman, just as I am every",0,English
615,Woman who seeks love. In him... the hungry haste,0,English
615,"Of rivers, in me... the oceans' tireless",0,English
615,"Waiting. Who are you, I ask each and everyone,",0,English
615,"The answer is, it is I. Anywhere and,",0,English
615,"Everywhere, I see the one who calls himself I",0,English
615,"In this world, he is tightly packed like the",0,English
615,Sword in its sheath. It is I who drink lonely,0,English
615,"Drinks at twelve, midnight, in hotels of strange towns,",0,English
615,"It is I who laugh, it is I who make love",0,English
615,"And then, feel shame, it is I who lie dying",0,English
615,"With a rattle in my throat. I am sinner,",0,English
615,I am saint. I am the beloved and the,0,English
615,"Betrayed. I have no joys that are not yours, no",0,English
615,Aches which are not yours. I too call myself I.,0,English
616,I have done it again.,0,English
616,One year in every ten,0,English
616,I manage it——,0,English
616,"A sort of walking miracle, my skin",0,English
616,"Bright as a Nazi lampshade,",0,English
616,My right foot,0,English
616,"A paperweight,",0,English
616,"My face a featureless, fine",0,English
616,Jew linen.,0,English
616,Peel off the napkin,0,English
616,O my enemy.,0,English
616,Do I terrify?——,0,English
616,"The nose, the eye pits, the full set of teeth?",0,English
616,The sour breath,0,English
616,Will vanish in a day.,0,English
616,"Soon, soon the flesh",0,English
616,The grave cave ate will be,0,English
616,At home on me,0,English
616,And I a smiling woman.,1,English
616,I am only thirty.,0,English
616,And like the cat I have nine times to die.,0,English
616,This is Number Three.,0,English
616,What a trash,0,English
616,To annihilate each decade.,0,English
616,What a million filaments.,0,English
616,The peanut-crunching crowd,0,English
616,Shoves in to see,0,English
616,Them unwrap me hand and foot——,0,English
616,The big strip tease.,0,English
616,"Gentlemen, ladies",0,English
616,These are my hands,0,English
616,My knees.,0,English
616,"I may be skin and bone,",0,English
616,"Nevertheless, I am the same, identical woman.",0,English
616,The first time it happened I was ten.,0,English
616,It was an accident.,0,English
616,The second time I meant,0,English
616,To last it out and not come back at all.,0,English
616,I rocked shut,0,English
616,As a seashell.,0,English
616,They had to call and call,0,English
616,And pick the worms off me like sticky pearls.,0,English
616,Dying,0,English
616,"Is an art, like everything else.",0,English
616,I do it exceptionally well.,0,English
616,I do it so it feels like hell.,0,English
616,I do it so it feels real.,0,English
616,I guess you could say I’ve a call.,0,English
616,It’s easy enough to do it in a cell.,0,English
616,It’s easy enough to do it and stay put.,0,English
616,It’s the theatrical,0,English
616,Comeback in broad day,0,English
616,"To the same place, the same face, the same brute",0,English
616,Amused shout:,0,English
616,‘A miracle!’,0,English
616,That knocks me out.,0,English
616,There is a charge,0,English
616,"For the eyeing of my scars, there is a charge",0,English
616,For the hearing of my heart——,0,English
616,It really goes.,0,English
616,"And there is a charge, a very large charge",0,English
616,For a word or a touch,0,English
616,Or a bit of blood,0,English
616,Or a piece of my hair or my clothes.,0,English
616,"So, so, Herr Doktor.",1,English
616,"So, Herr Enemy.",1,English
616,"I am your opus,",0,English
616,"I am your valuable,",0,English
616,The pure gold baby,0,English
616,That melts to a shriek.,0,English
616,I turn and burn.,0,English
616,Do not think I underestimate your great concern.,0,English
616,"Ash, ash—",0,English
616,You poke and stir.,0,English
616,"Flesh, bone, there is nothing there——",0,English
616,"A cake of soap,",0,English
616,"A wedding ring,",0,English
616,A gold filling.,0,English
616,"Herr God, Herr Lucifer",1,English
616,Beware,0,English
616,Beware.,0,English
616,Out of the ash,0,English
616,I rise with my red hair,0,English
616,And I eat men like air.,0,English
617,"Aunt Jennifer's tigers prance across a screen,Bright topaz denizens of a world of green.",0,English
617,They do not fear the men beneath the tree; They pace in sleek chivalric certainty.,0,English
617,"Aunt Jennifer's finger fluttering through her wool, Find even the ivory needle hard to pull.",1,English
617,"The massive weight of Uncle's wedding band, Sits heavily upon Aunt Jennifer's hand.",1,English
617,"When Aunt is dead, her terrified hands will lie, Still ringed with ordeals she was mastered by.",1,English
617,"The tigers in the panel that she made, Will go on prancing, proud and unafraid.",0,English
618,"The woman doesn’t call herself, a saint,",1,English
618,"just a lover, of a saint",0,English
618,who’s been dead four hundred years.,0,English
618,She doesn’t see people,0,English
618,on weekdays,0,English
618,but her master tells her,1,English
618,"we’re safe,",0,English
618,so she calls us in to where she sits,0,English
618,her body blazing,0,English
618,in its nakedness,0,English
618,its tummyfold and breastsag,0,English
618,and wild spiraling nipple,0,English
618,reminding us that life,0,English
618,is circles --,0,English
618,"crazy, looping, involuting, dazzling",0,English
618,circles.,0,English
618,She tells us,0,English
618,the world calls her a whore.,1,English
618,She told her master about it too,1,English
618,"but he only said,",0,English
618,‘The rest of the world serves,0,English
618,many masters --,0,English
618,"family, money, lovers, bosses,",0,English
618,"children, power, money, money",0,English
618,in endless carousels --,0,English
618,the crazy autopilot of samsara.,0,English
618,"But you, love, think only of me.",1,English
618,Who’s the whore here?’,1,English
618,Outside the window,0,English
618,the sun is a red silk lampshade,0,English
618,over a great soiled bedspread,0,English
618,ricocheting in the wind.,0,English
619,The first time I uttered a prayer was in a glass-stained cathedral.,0,English
619,"I was kneeling long after the congregation was on its feet,",0,English
619,"dip both hands into holy water,",0,English
619,"trace the trinity across my chest,",0,English
619,my tiny body drooping like a question mark,0,English
619,all over the wooden pew.,0,English
619,"I asked Jesus to fix me,",0,English
619,and when he did not answer,0,English
619,I befriended silence in the hopes that my sin would burn,0,English
619,"and salve my mouth would dissolve like sugar on tongue,",0,English
619,but shame lingered as an aftertaste.,0,English
619,"And in an attempt to reintroduce me to sanctity,",0,English
619,"my mother told me of the miracle I was,",0,English
619,said I could grow up to be anything I want.,0,English
619,I decided to be a boy.,0,English
619,It was cute.,0,English
619,"I had snapback, toothless grin,",0,English
619,"used skinned knees as street cred,",0,English
619,played hide and seek with what was left of my goal.,0,English
619,I was it.,0,English
619,"The winner to a game the other kids couldn’t play,",0,English
619,"I was the mystery of an anatomy,",0,English
619,"a question asked but not answered,",0,English
619,"tightroping between awkward boy and apologetic girl,",1,English
619,"and when I turned 12, the boy phase wasn’t deemed cute anymore.",1,English
619,"It was met with nostalgic aunts who missed seeing my knees in the shadow of skirts,",1,English
619,"who reminded me that my kind of attitude would never bring a husband home,",1,English
619,that I exist for heterosexual marriage and child-bearing.,1,English
619,And I swallowed their insults along with their slurs.,1,English
619,"Naturally, I did not come out of the closet.",0,English
619,The kids at my school opened it without my permission.,0,English
619,"Called me by a name I did not recognize,",0,English
619,"said “lesbian,”",0,English
619,"but I was more boy than girl, more Ken than Barbie.",0,English
619,"It had nothing to do with hating my body,",0,English
619,"I just love it enough to let it go,",0,English
619,"I treat it like a house,",0,English
619,"and when your house is falling apart,",0,English
619,"you do not evacuate,",0,English
619,"you make it comfortable enough to house all your insides,",0,English
619,"you make it pretty enough to invite guests over,",0,English
619,you make the floorboards strong enough to stand on.,0,English
619,My mother fears I have named myself after fading things.,0,English
619,"As she counts the echoes left behind by Mya Hall, Leelah Alcorn, Blake Brockington.",0,English
619,"She fears that I’ll die without a whisper,",0,English
619,that I’ll turn into “what a shame” conversations at the bus stop.,0,English
619,"She claims I have turned myself into a mausoleum,",1,English
619,"that I am a walking casket,",0,English
619,"news headlines have turned my identity into a spectacle,",0,English
619,Bruce Jenner on everyone’s lips while the brutality of living in this body,0,English
619,becomes an asterisk at the bottom of equality pages.,0,English
619,No one ever thinks of us as human,0,English
619,"because we are more ghost than flesh,",0,English
619,"because people fear that my gender expression is a trick,",0,English
619,"that it exists to be perverse,",0,English
619,"that it ensnares them without their consent,",0,English
619,that my body is a feast for their eyes and hands,1,English
619,"and once they have fed off my queer,",0,English
619,they’ll regurgitate all the parts they did not like.,0,English
619,"They’ll put me back into the closet, hang me with all the other skeletons.",0,English
619,I will be the best attraction.,0,English
619,"Can you see how easy it is to talk people into coffins,",0,English
619,to misspell their names on gravestones.,0,English
619,"And people still wonder why there are boys rotting,",1,English
619,they go away in high school hallways,0,English
619,they are afraid of becoming another hashtag in a second,0,English
619,afraid of classroom discussions becoming like judgment day,0,English
619,and now oncoming traffic is embracing more transgender children than parents.,0,English
619,I wonder how long it will be,0,English
619,"before the trans suicide notes start to feel redundant,",0,English
619,before we realize that our bodies become lessons about sin,0,English
619,way before we learn how to love them.,0,English
619,"Like God didn’t save all this breath and mercy,",0,English
619,like my blood is not the wine that washed over Jesus’ feet.,0,English
619,My prayers are now getting stuck in my throat.,0,English
619,"Maybe I am finally fixed,",0,English
619,"maybe I just don’t care,",0,English
619,maybe God finally listened to my prayers.,0,English
620,Girls wear pink and boys wear blue.,1,English
620,We’re told exactly what to do.,0,English
620,Women clean and men make bucks.,1,English
620,Girls have dolls and boys have trucks.,1,English
620,Girls cry more and boys just fight.,1,English
620,Girls are sweet and guys have might.,1,English
620,"Women are quiet, men are bold.",1,English
620,We all have certain jobs to hold.,0,English
620,"Women live, but men survive.",1,English
620,Guys are picked as “best” to drive.,1,English
620,Girls are clean and men are dirty.,1,English
620,Boys are strong and girls are flirty.,1,English
620,We go through life never knowing,0,English
620,All the biases we’re showing--,0,English
620,All the prejudice and pain,0,English
620,Towards men and women with no gain.,0,English
620,We need to go the extra length,0,English
620,And notice that we all have strength.,0,English
621,In reality everyone judges.,0,English
621,So caught up in their name brands.,0,English
621,"Whether or not we hold our grudges,",0,English
621,Labels are for soup cans.,0,English
621,"We assume that everyone we meet fits a certain frame,",0,English
621,"It's easier to do this, so that we will understand.",0,English
621,"But once you get to know someone, your first impressions' put to shame.",0,English
621,Because labels are for soup cans.,0,English
621,Smart kids are nerdy and will never be intimate.,0,English
621,Popular kids are jocks and girls with fake tans.,1,English
621,Then there's the rebels who take risks and think nothing of it.,0,English
621,But labels are for soup cans.,0,English
621,"In reality everyone judges,",0,English
621,"But again, labels are for soup cans.",0,English
622,"THE LADS in their hundreds to Ludlow come in for the fair,",0,English
622,"There’s men from the barn and the forge and the mill and the fold,",0,English
622,"The lads for the girls and the lads for the liquor are there,",1,English
622,And there with the rest are the lads that will never be old.,0,English
622,"There’s chaps from the town and the field and the till and the cart,",0,English
622,"And many to count are the stalwart, and many the brave,",0,English
622,"And many the handsome of face and the handsome of heart,",0,English
622,And few that will carry their looks or their truth to the grave.,0,English
622,"I wish one could know them, I wish there were tokens to tell",0,English
622,The fortunate fellows that now you can never discern;,0,English
622,And then one could talk with them friendly and wish them farewell,0,English
622,And watch them depart on the way that they will not return.,0,English
622,But now you may stare as you like and there’s nothing to scan;,0,English
622,And brushing your elbow unguessed-at and not to be told,0,English
622,"They carry back bright to the coiner the mintage of man,",0,English
623,Men don't feel pain.,1,English
623,"We've been brought up in households, which made us preach such false teachings.",0,English
623,"They told me I would soon be the man of the house, while I was just 6 years old.",1,English
623,It's not their fault you see.,0,English
623,"This is what they've been taught since centuries, that men don't feel and men don't cry.",1,English
623,"Man up they told me, man up young boy.",1,English
623,"And as a kid, I once cried in public, and people laughed as if they actually loved it.",1,English
623,"And then that kid wiped his eyes, his smiling face was full of lies.",1,English
623,He'd make a decent writer but an engineer sounds more wise.,1,English
623,When can we finally talk mental violence?,0,English
623,So that I can finally break this silent silence?,0,English
623,So that I can unlock my door and let you in,0,English
623,Don't ask me why was it shut so long and why is it so dark in here?,0,English
623,So this is about the men in your life?,0,English
623,"And contrary to popular belief, this is till feminism.",0,English
623,"This is for every father, every brother, every son.",0,English
623,Who has wet his pillow so many times and yet he's woken up just fine.,0,English
623,"He's broken down yet and yet he's smiled, he's owned his mustache, yet he's still a child.",0,English
623,"He wishes he could talk to you about this, but he wouldn't know where to begin.",0,English
623,"He's a product a failed social system, where expressing himself was considered a sin.",1,English
623,"And he's buried them all inside and look, he's alive and yet he carries his kin.",0,English
623,"Look at his tears drip from his silence, you need to break this silence and talk to him.",0,English
623,"So go, talk to your dad.",0,English
623,"Ask him what his dreams were, what he really wanted to pursue.",0,English
623,"Talk to your elder brother.Ask him what he is going through, how he landed up in this job he never wanted to.",0,English
623,"Tell him you miss him, and that he could spend more time at home.",0,English
623,And that he doesn't need to hide his notebook anymore.,0,English
623,Talk to your son.Who might be really young but tell him he needs to speak and that crying in public won't mean that he is weak.,0,English
623,But he can't cry himself to sleep every night because the world is running out of dry pillows.,1,English
623,Talk to them.They might not speak up about they have been through and it might take them awhile to actually share.,1,English
623,"But it will be comforting for them to know that someone's there for them to listen, someone will help them take care.",0,English
623,"And most importantly, talk to yourself.Look into the mirror, smile.",0,English
624,"Your mistris, that you follow whores, still taxeth you:",1,English
624,"Tis strange that she should thus confesse it, though'it be true.",1,English
625,"Who ever loves, if he do not propose",0,English
625,"The right true end of love, he's one that goes",0,English
625,To sea for nothing but to make him sick.,0,English
625,Love is a bear-whelp born: if we o'erlick,0,English
625,"Our love, and force it new strange shapes to take,",0,English
625,"We err, and of a lump a monster make.",0,English
625,Were not a calf a monster that were grown,0,English
625,"Faced like a man, though better than his own?",0,English
625,Perfection is in unity: prefer,0,English
625,"One woman first, and then one thing in her.",1,English
625,"I, when I value gold, may think upon",0,English
625,"The ductileness, the application,",0,English
625,"The wholsomeness, the ingenuity,",0,English
625,"From rust, from soil, from fire ever free;",0,English
625,"But if I love it, 'tis because 'tis made",0,English
625,By our new nature (Use) the soul of trade.,0,English
625,All these in women we might think upon,0,English
625,(If women had them) and yet love but one.,0,English
625,Can men more injure women than to say,1,English
625,They love them for that by which they're not they?,0,English
625,Makes virtue woman? Must I cool my blood,1,English
625,"Till I both be, and find one, wise and good?",0,English
625,May barren angels love so! But if we,0,English
625,"Make love to woman, virtue is not she,",1,English
625,"As beauty's not, nor wealth. He that strays thus",0,English
625,From her to hers is more adulterous,1,English
625,Than if he took her maid. Search every sphere,1,English
625,"And firmament, our Cupid is not there;",0,English
625,"He's an infernal god, and under ground",0,English
625,"With Pluto dwells, where gold and fire abound:",0,English
625,Men to such gods their sacrificing coals,0,English
625,"Did not in altars lay, but pits and holes.",0,English
625,Although we see celestial bodies move,0,English
625,"Above the earth, the earth we till and love:",0,English
625,"So we her airs contemplate, words and heart",0,English
625,"And virtues, but we love the centric part.",0,English
625,"Nor is the soul more worthy, or more fit,",0,English
625,"For love than this, as infinite is it.",0,English
625,But in attaining this desired place,0,English
625,How much they err that set out at the face.,0,English
625,"The hair a forest is of ambushes,",0,English
625,"Of springs, snares, fetters and manacles;",0,English
625,"The brow becalms us when 'tis smooth and plain,",0,English
625,And when 'tis wrinkled shipwrecks us again—,0,English
625,"Smooth, 'tis a paradise where we would have",0,English
625,"Immortal stay, and wrinkled 'tis our grave.",0,English
625,The nose (like to the first meridian) runs,0,English
625,"Not 'twixt an East and West, but 'twixt two suns;",0,English
625,"It leaves a cheek, a rosy hemisphere,",0,English
625,"On either side, and then directs us where",0,English
625,"Upon the Islands Fortunate we fall,",0,English
625,"(Not faint Canaries, but Ambrosial)",0,English
625,"Her swelling lips; to which when we are come,",1,English
625,"We anchor there, and think ourselves at home,",0,English
625,"For they seem all: there Sirens' songs, and there",0,English
625,Wise Delphic oracles do fill the ear;,0,English
625,"There in a creek where chosen pearls do swell,",0,English
625,"The remora, her cleaving tongue doth dwell.",0,English
625,"These, and the glorious promontory, her chin,",0,English
625,"O'erpassed, and the straight Hellespont between",0,English
625,"The Sestos and Abydos of her breasts,",1,English
625,"(Not of two lovers, but two loves the nests)",0,English
625,"Succeeds a boundless sea, but yet thine eye",0,English
625,Some island moles may scattered there descry;,0,English
625,"And sailing towards her India, in that way",1,English
625,Shall at her fair Atlantic navel stay;,0,English
625,"Though thence the current be thy pilot made,",0,English
625,Yet ere thou be where thou wouldst be embayed,0,English
625,"Thou shalt upon another forest set,",0,English
625,Where many shipwreck and no further get.,0,English
625,"When thou art there, consider what this chase",0,English
625,Misspent by thy beginning at the face.,0,English
625,Rather set out below; practise my art.,0,English
625,Some symetry the foot hath with that part,0,English
625,"Which thou dost seek, and is thy map for that,",0,English
625,"Lovely enough to stop, but not stay at;",0,English
625,Least subject to disguise and change it is—,0,English
625,Men say the devil never can change his.,0,English
625,It is the emblem that hath figured,0,English
625,Firmness; 'tis the first part that comes to bed.,0,English
625,Civility we see refined; the kiss,0,English
625,"Which at the face began, transplanted is,",0,English
625,"Since to the hand, since to the imperial knee,",0,English
625,Now at the papal foot delights to be:,0,English
625,"If kings think that the nearer way, and do",0,English
625,"Rise from the foot, lovers may do so too;",0,English
625,For as free spheres move faster far than can,0,English
625,"Birds, whom the air resists, so may that man",0,English
625,"Which goes this empty and ethereal way,",0,English
625,Than if at beauty's elements he stay.,0,English
625,Rich nature hath in women wisely made,0,English
625,"Two purses, and their mouths aversely laid:",0,English
625,They then which to the lower tribute owe,0,English
625,That way which that exchequer looks must go:,0,English
625,"He which doth not, his error is as great",0,English
625,As who by clyster gave the stomach meat.,0,English
626,"One day, you'll have your hair pulled by a boy and",1,English
626,"You'll hear your grandpa tell you he just has a crush on you,",1,English
626,"That he's just a boy, so what else could you expect?",0,English
626,"You'll be taught to cross your legs,",0,English
626,"Because you need to act like a lady,",1,English
626,But soon you'll realize it's so people won't call you a slut.,1,English
626,"You'll be taught to stop talking when a boy does,",1,English
626,Because nobody likes a bossy girl.,1,English
626,Your dad will call you pretty before he even has the chance,0,English
626,To know that you're smart.,0,English
626,"But one day you won't be looked at as cute or pretty,",0,English
626,"You'll be looked at like a piece of meat, begging to be devoured.",1,English
626,"You'll be walking in the city by yourself for the first time,",0,English
626,"Nobody there to hold your hand,",0,English
626,"And a grown man will whistle,",1,English
626,"Baby, don't you wanna come home with me?",1,English
626,You'll be used to saying no,0,English
626,"And men acting like you said nothing at all,",1,English
626,Like your words hold no meaning.,0,English
626,"You'll be taunted during a heated debate,",0,English
626,"Boys claiming they know why you're so bitchy,",1,English
626,Is it that time of the month?,1,English
626,You'll be surrounded by men,0,English
626,"Who take everything without asking,",0,English
626,"Not even realizing they do it,",0,English
626,Who defend their actions,0,English
626,Not all men,0,English
626,"Not all men realize the internalized misogyny that this patriarchal society has spawned,",0,English
626,"But, yes, all women grapple with it every day.",0,English
627,Men are the proprietors of power and so,1,English
627,claiming anger as masculine assets,1,English
627,"and violence with it, are not accustomed",0,English
627,to feminine display of disdain or displeasure,0,English
627,"(or bloodlust, rage, vengeance, and wrath)",0,English
627,"An angry woman disqualifies herself from womanhood,",1,English
627,just by being angry.,0,English
627,Her intellect is nullified by her inconvenient instinct,1,English
627,"but a man’s anger is fuel for his logic, his passion.",1,English
627,"He is raised to expect a servile female, to anticipate",1,English
627,compliant cunts with mastery over unfathomable patience.,0,English
627,He creates,0,English
627,the dual gendered world: male or not male,1,English
627,the dual gendered world: human or not human,0,English
627,the dual gendered world: respectable or exploitable,0,English
628,"O what can ail thee, knight-at-arms,",0,English
628,Alone and palely loitering?,0,English
628,"The sedge has withered from the lake,",0,English
628,And no birds sing.,0,English
628,"O what can ail thee, knight-at-arms,",0,English
628,So haggard and so woe-begone?,0,English
628,"The squirrel’s granary is full,",0,English
628,And the harvest’s done.,0,English
628,"I see a lily on thy brow,",0,English
628,"With anguish moist and fever-dew,",0,English
628,And on thy cheeks a fading rose,0,English
628,Fast withereth too.,0,English
628,"I met a lady in the meads,",0,English
628,"Full beautiful—a faery’s child,",0,English
628,"Her hair was long, her foot was light,",0,English
628,And her eyes were wild.,0,English
628,"I made a garland for her head,",0,English
628,"And bracelets too, and fragrant zone;",0,English
628,"She looked at me as she did love,",1,English
628,And made sweet moan,0,English
628,"I set her on my pacing steed,",1,English
628,"And nothing else saw all day long,",0,English
628,"For sidelong would she bend, and sing",1,English
628,A faery’s song.,0,English
628,"She found me roots of relish sweet,",0,English
628,"And honey wild, and manna-dew,",0,English
628,And sure in language strange she said—,0,English
628,‘I love thee true’.,0,English
628,"She took me to her Elfin grot,",0,English
628,"And there she wept and sighed full sore,",1,English
628,And there I shut her wild wild eyes,0,English
628,With kisses four.,0,English
628,"And there she lullèd me asleep,",1,English
628,And there I dreamed—Ah! woe betide!—,0,English
628,The latest dream I ever dreamt,0,English
628,On the cold hill side.,0,English
628,"I saw pale kings and princes too,",0,English
628,"Pale warriors, death-pale were they all;",0,English
628,They cried—‘La Belle Dame sans Merci,1,English
628,Thee hath in thrall!’,0,English
628,"I saw their starved lips in the gloam,",0,English
628,"With horrid warning gapèd wide,",0,English
628,"And I awoke and found me here,",0,English
628,On the cold hill’s side.,0,English
628,"And this is why I sojourn here,",0,English
628,"Alone and palely loitering,",0,English
628,"Though the sedge is withered from the lake,",0,English
628,And no birds sing.,0,English
629,Women walking in the park,0,English
629,neath branches drenched in light,0,English
629,"summer dresses, low cut tops",0,English
629,and smiles that invite,0,English
629,Women with their depthless eyes,0,English
629,and bodies built for sin,1,English
629,lips through which they mouth their lies,0,English
629,to draw the weaklings in,0,English
629,Watching women on the train,0,English
629,and wishing they were mine,0,English
629,maybe I will take me one,1,English
629,and keep her for a time,1,English
629,Drowning in their depthless eyes,0,English
629,choking on their spite,0,English
629,I will change things in the park,0,English
629,neath branches drenched in light,0,English
630,"When I was young, I used to",0,English
630,Watch behind the curtains,0,English
630,"As men walked up and down the street. Wino men, old men.",1,English
630,Young men sharp as mustard.,1,English
630,See them. Men are always,0,English
630,Going somewhere.,0,English
630,They knew I was there. Fifteen,0,English
630,Years old and starving for them.,0,English
630,"Under my window, they would pauses,",0,English
630,Their shoulders high like the,0,English
630,"Breasts of a young girl,",1,English
630,Jacket tails slapping over,0,English
630,"Those behinds,",0,English
630,Men.,0,English
630,One day they hold you in the,0,English
630,"Palms of their hands, gentle, as if you",0,English
630,Were the last raw egg in the world. Then,0,English
630,They tighten up. Just a little. The,0,English
630,First squeeze is nice. A quick hug.,0,English
630,Soft into your defenselessness. A little,0,English
630,More. The hurt begins. Wrench out a,0,English
630,Smile that slides around the fear. When the,0,English
630,"Air disappears,",0,English
630,"Your mind pops, exploding fiercely, briefly,",0,English
630,Like the head of a kitchen match. Shattered.,0,English
630,It is your juice,0,English
630,That runs down their legs. Staining their shoes.,0,English
630,"When the earth rights itself again,",0,English
630,"And taste tries to return to the tongue,",0,English
630,Your body has slammed shut. Forever.,0,English
630,No keys exist.,0,English
630,Then the window draws full upon,0,English
630,"Your mind. There, just beyond",0,English
630,"The sway of curtains, men walk.",0,English
630,Knowing something.,0,English
630,Going someplace.,0,English
630,"But this time, I will simply",0,English
630,Stand and watch.,0,English
630,Maybe.,0,English
631,Pretty women wonder where my secret lies.,0,English
631,I’m not cute or built to suit a fashion model’s size,1,English
631,"But when I start to tell them,",0,English
631,They think I’m telling lies.,0,English
631,"I say,",0,English
631,"It’s in the reach of my arms,",0,English
631,"The span of my hips,",1,English
631,"The stride of my step,",0,English
631,The curl of my lips.,0,English
631,I’m a woman,0,English
631,Phenomenally.,0,English
631,"Phenomenal woman,",0,English
631,That’s me.,0,English
631,I walk into a room,0,English
631,"Just as cool as you please,",0,English
631,"And to a man,",0,English
631,The fellows stand or,0,English
631,Fall down on their knees.,0,English
631,"Then they swarm around me,",0,English
631,A hive of honey bees.,0,English
631,"I say,",0,English
631,"It’s the fire in my eyes,",0,English
631,"And the flash of my teeth,",0,English
631,"The swing in my waist,",1,English
631,And the joy in my feet.,0,English
631,I’m a woman,0,English
631,Phenomenally.,0,English
631,"Phenomenal woman,",0,English
631,That’s me.,0,English
631,Men themselves have wondered,0,English
631,What they see in me.,0,English
631,They try so much,0,English
631,But they can’t touch,0,English
631,My inner mystery.,0,English
631,"When I try to show them,",0,English
631,They say they still can’t see.,0,English
631,"I say,",0,English
631,"It’s in the arch of my back,",0,English
631,"The sun of my smile,",0,English
631,"The ride of my breasts,",1,English
631,The grace of my style.,0,English
631,I’m a woman,0,English
631,Phenomenally.,0,English
631,"Phenomenal woman,",0,English
631,That’s me.,0,English
631,Now you understand,0,English
631,Just why my head’s not bowed.,0,English
631,I don’t shout or jump about,0,English
631,Or have to talk real loud.,0,English
631,"When you see me passing,",0,English
631,It ought to make you proud.,0,English
631,"I say,",0,English
631,"It’s in the click of my heels,",0,English
631,"The bend of my hair,",0,English
631,"the palm of my hand,",0,English
631,The need for my care.,0,English
631,’Cause I’m a woman,0,English
631,Phenomenally.,0,English
